sentiment,content
anger,I am going to be sooooo busy today it's not funny. i hate busy day's
sadness,"Just to drive @tweetie crazy, I miss the big blue selected tweet highlight. I can't tell which tweet is selected anymore"
happiness,@trishajmg Congrats
neutral,just got a wii
anger,@beachnerbum I hate June gloom. I was getting so excited for the beach.
sadness,@KMC1121 lolz dude I have to stop it got too personal my homegirl my be on twitter  lol
sadness,I've Got An Urge To Make Music Like Massively.. I'm Going To The Studio
happiness,Itt's the BIG TIME Saturday night  Playing Canasta then a movie then...Psych homework?  Stay shiny and love everybody!!
neutral,@lovelylisaj can you give me the link for the kimba diaries please?
happiness,@RetroRewind it is sooo hard.... truck and fish please
happiness,@backsue rofl rofl. Have fun
happiness,Burnt Agenn  Nice Day Tho  xxx
sadness,"Fml! Ughhhhhhhhh, im not going anwhere today just sit in the bedroom I share with my mother and cry!"
sadness,@shereenzangana That was fantastic! Thank you
sadness,"@KilllWill nope, just whatever you speakin a couple tweets ago lol, but fuck it, i can get u a raider jersey"
neutral,@joelhouston well... As long as you're back for Elevate!
sadness,Worried about friend
sadness,Ashley= getting sick... Ugh I'm losing my voice! Nooo
happiness,"@HelloHolland noooo, why!!  what are you gonna do there? wandelweekend??"
neutral,@emlynley I couldn't find any extendable ones.
happiness,Yayz! Today's is the day I call and see if I got that job! x3 I ish so happy... even though I slept horribly... So I'm kinda drained...
happiness,Happy Star Wars Day
happiness,@CocoDishman wasssup cocoliciousness!!! I knew u didn't recognize me!  how's ur daughter?
neutral,@telemaniatik hahaha no you don't! it was amazing! they're really amazing! today they have another one. I can't go
neutral,@Victoria808 Wanted to get that piercing too but thought it would be distracting to others when I was giving presentations. U think?
happiness,@letsdrawmistle it was really good sally! you should have beeeeen there!  xxxx
sadness,My saying now  http://bctiny.com/po4me
anger,"Working late at night on a Dell notebook, Dell's quality has gone down hill, warrenty service sucks too, poor people  buy a Mac instead"
sadness,@subray put me right off my scrambled egg breakfast  #fartingloud
neutral,"off to the gym, my PT is waiting to drill me again this week  Tjoe Tjoe"
happiness,@WeddingTresses what fun are you speaking of?
happiness,"@tommcfly Aww tom, that made me smile  We love you very much too xD"
neutral,@francaiskitty I miss rollerblading down Shoreline.
sadness,"@crystal_haze aww I^m sorry that Ray Wise has appeared on the show yet   , I watch @AOTS everyday except for Friday its a best of AOTS."
anger,just thought about how unfair 3 ppl have been 2 me n got depressed again  HATERS!!!
happiness,Star trek was SOOOOO AWESOME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Spock and Kirk were hillarious!!!  Im seeing it again. sooon.
anger,btw ian watkins has stopped following me  so i am a wee bit pissed off!
happiness,Mother's Day family dinner on a rainy Sunday night
sadness,Bad day at the office. In a horrendous mood  Was it national 'Act like an idiotic buffoon' day today and no-one bothered to tell me?!!
anger,finally getting sleepy right when the sky brightens ... figures! G'nimorning
sadness,@xShefSx omg my ID aint come back yet  im sooo worried it best be bk by next week or il screamm!!! lmao and yeah u choose! its ur bday x
anger,Musem equaled FAIL!!!!! hall of fucking life was closed cause of construction
sadness,@RichNeville well you scared me saying there may be rustling in the trees!  Happy Sunday to you sir
anger,"sooooooo NOT happy, wattching disney channel....rubbish rubbish rubbishhhhhh, didnt get my jonas 3d poster  the dude wasnt there but im.."
anger,@brainofdane DUDE.  You're a hax0r!!!1!  You should put Final Cut Pro on there and tell me how stable it is
neutral,"I think my bicycle and I just freaked out a custodian, who wouldn't have let me in the building if I didn't let myself in with a key"
happiness,"@bobbiepen yeah, I was always changing my hair color in High School.  I've pretty much worn everything LOL. Some good, some baaaaaaaad"
sadness,And it's starting to get cold
sadness,@IvanaE grrrrrrrrrrrrrr ive barely read any of it
happiness,@peacelovekelly and we will all eat it and be happy
happiness,"So glad to be home with my family, quite glad I get to see @iflyhighsky in a week. Lots of things to be happy about."
happiness,@Jgurl804 thanks!!!
anger,"Not smoking sucks sucks FUCKING SUCKS, I want a cig"
neutral,@lettucegirl I love to! But I'm only available from 5pm.  and where dear? Would love to help @maecy convert her vids.ï¿½
happiness,@maydbs Its looking like June - nice right?
sadness,i feel really weird
neutral,@PerezHilton perez....... The YouTube video isn't working
sadness,"I really, really want a golden retriever. Too bad I won't be living in a home where she could run around for about 10 years"
anger,Ugh..  this sucks.
neutral,@thawrite1 oh you and @mdotperiod had free drinks?! thats wasup..Im givin up drinkin for a lil bit
happiness,Enjoying d view @ sg flyer
neutral,IT DIDN'T WORK
sadness,Darn these allergies! I don't like this time of year because of this! I never used to have this problem either
sadness,"Don't think I'm gonna be able to go to see the JB 3D Concert...wrong time, no where very close by"
anger,Yukky  Rainy Friday
sadness,Just checked my bank balance. I spend like a millionaire despite the fact I am nowhere near as rich as one.
sadness,"@fuckbomb awww that sucks  also, when i finish uni, you should totally have a mini housewarming. yes, work it around my schedule, LOL."
happiness,Brad Fastings is my favorite person to hang out with from 12 AM to 5 AM
happiness,my sidekick is awkward flashing. oh well. leaving my mommy out her flowers and stuff
happiness,@osdawaya That's not too bad.  Good luck!
sadness,I feel like shit cause I couldnt sleep last night and went to sleep at 320 n bk up at 6  soooo tired!!!
sadness,i going to go to bed &amp; i failed miserably at booking a holiday  although i do seem to have a new follower. HIGH FIVE. X
happiness,RIP leonardo. You were a great mini fiddler crab
anger,"wants to move to QLD already, this cold weather is killing me"
neutral,@Thorney88 oh and i feel for you getting up at such an unearthly hour
happiness,eating my tito's home made ice cream  yum!
sadness,"@SnowVsAsphalt Not at the moment, well i cant find it yet!  LOL"
anger,"@gerald_d I can't view anything, Gerald. Not only am I banned, I can't even read the damn place."
anger,"god, brera, why is your plot twist going to fucking everything up i can feel it"
sadness,"Hmm...Whilst, walking through the city I received an inviataion into an SUV Limo via some prom fellows... Don't they have dates? Oh boys!"
neutral,@Reynolds_x all three are in the first 2 weeks of june for me
sadness,"@misspache  Ya, it was pretty bad. Not sure when I will get to go visit. We have been super busy lately."
anger,"Apple is also rotten in the center, just my luck"
anger,"just got a haircut, NOT happy!"
anger,"ebay should just die! after not using my account for 4 years, i cant unlock it. and their support is dead, aka: auto-hello-scripts"
anger,@Vahevalarain awe.. that sucks and I can't... we're trying raffis' birthday 2.0  &lt;3
anger,"@bcollinstattoo yes, boo for soar throats and earaches!"
neutral,Wishing everyone a good night
sadness,@ kbal24 I am sorry that you are feeling that way.
neutral,"@fynflood In the end the magic of 'And so to dream' wins, along with swaying back and forth within site of a sleeping mommy."
sadness,missed my friggin hair appt!!!
anger,I have had it with job hunting. I try all day and nothing works  I bet I couldn't even work at the strip club because of my cider belly!
happiness,"Yogurting. Home from lady Mona's, on the fone w no song from Yoplait. Lookin forward to hrs w @QisWalker tmorrow &amp; rehearsals  Gnight all!"
neutral,sign up for tarte news http://tinyurl.com/dde2v6 my intro in the newsletter AND 20% off first purchase 2for1
anger,I am beginning to think sun blcok is a haox.
sadness,feels sick to my stomach and idkk whyy
happiness,Good mornin' everyone . Beautiful sunday for all the beautiful moms of ours. Had my breakfast with the lady ....   Lets move on .
neutral,@mileycyrus i dont think you can vote anymore! i tried
sadness,forgot his access card in the carï¿½too lazy to fetch it
happiness,"@russiandiva  Tat, You looks beautiful and are a heck of a mama and business woman.   Dana"
neutral,Miss Cauzinhoooo already
anger,Princess Sakura is MINE  therefor i want to use it on TJ! grr
neutral,"@blue_raven oh, I'm skeptical too. I just think it's the best thing he could have said under the circumstances"
neutral,@oyfreakinvey rofl
happiness,unpacking my new toy arrived in the studio right now  it's called TC Finalizer. can't wait to check how it sounds !!!
happiness,@juliefernn jajaja es genial el tweetdeck
neutral,Leaving for work.
anger,cant wait to eat
neutral,is working
anger,Happy mothers day  I'm so hungry and the resturants are all closed... Damn
happiness,"@chokewho Nah, rolled with Jason Manly, who is a talented BJJ ace who mauls me any way...   Jake is looking great, can't wait to fight."
happiness,@ash_786 It's no secret I'm an apple boy! Have considered the iphone dark side MANY times
sadness,Last 3 days of school....I'm sad but happy but anxious.....
anger,"@curtistrichel thank you for being cabbie this AM-wasn't pissed and slamming doors this AM BTW, just hauling ass to get bathed before 6!"
happiness,@MyCaribbeanFood enjoy and congrats! thanks for the recipe we'll do it tomorrow morning.
happiness,@sunmee hope the studyin went well
happiness,my sugar-free redbull is on sale at Winn Dixie woo hoo!  I am going to need them this week
anger,I really need to sort out a bird table and some feeders - the robins and blue tits are being bullied
happiness,"@Big_Jim I so much want to see the screen adaptation of Kick Ass, but once i found out Nick cage was in it, my heart sank"
happiness,hommmmmme! good day
anger,http://twitpic.com/66mw1 - My poor car
happiness,"Watching Twilight again  !!! &lt;3 I'm watching the Audio Commentary, it's sooo funny ;)"
sadness,my twitter looks funny  someone help!
neutral,@whitespider1066 &quot;toys&quot;??? Advanced load carrying system. Low-cost 1-man outdoor shelter. I didn't get the Wolverine glove
anger,I hate waiting in lines
neutral,@vee71 Hey babe. how's Quest?
neutral,@aziraA YEAYYY! good for you
neutral,Burning time at wacha
happiness,@ALOliver I am!  going on a hike today!
anger,@karyaazure WHAT'S WRONG WITH ECHO? NOOOO!    I'll kill that lady!
happiness,@J0HNNYWYATT amazing tonight glad I could share it with you baby. You are my sunshine
sadness,this sucks schools over and there is nothing to do
neutral,"@glamorousamanda awww how cuuute, mine follows me when i showers and peeï¿½s and wherever i go but refuses to lay still in the bed"
